nickname,content,ip_location,create_date_time,Avatar,Name,Likes,Comment,Date
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/fe9753e541453f267b3b9cd5d7931b9c.jpg?lk3s=30310797&x-expires=1714366800&x-signature=hdlsHb58SkZOv1JLbd3wCYlaX70%3D,zyosyu1,26.0,中華ってやっぱり華やかだよなあ 服の形状の種類も豊富で見てて飽きない すげーなあ,2022-06-11 12:19:40
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/7082192258144927745.jpg?lk3s=30310797&x-expires=1714366800&x-signature=nFsYuicHAjdophDkGass50HJ3Io%3D,i_am_knm,17.0,全部綺麗けど、魏と晋あたりの服三國無双してる人とかピンと来そう,2022-05-26 15:48:19
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/33858535518dd976f73b390fadfeec92.jpg?lk3s=30310797&x-expires=1714366800&x-signature=JOX4jQ3AkVnF%2F4kkcsrGud0cQKM%3D,makotokunn2140,12.0,全部かわいい( * ֦ơωơ֦),2022-07-04 07:03:33
,,,,https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7352757316451565614~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=0b0aKpN%2F6LM8yMs2E1BZRgqaSMo%3D,lovegames51810,11.0,可愛,2022-07-16 11:58:02
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/30acad7318246891b4bf9bf9ffdec569~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=lZszVUoGgTvU30j%2FhsyVg%2B%2F7RjA%3D,lrxxxxyz,6.0,TK,2022-06-24 15:50:07
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/a597948240a0947f64e02b6321d1d7c2.jpg?lk3s=30310797&x-expires=1714366800&x-signature=mJvWyLXiRLh9WZ3Rl0MU9%2F3fvPI%3D,hanasakepakka,14.0,全部可愛い！,2022-06-04 01:10:45
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/3d3c0545652c7924b6b3abdddd32ac32.jpg?lk3s=30310797&x-expires=1714366800&x-signature=%2FEpX0%2BEb9Bs9ei4Zi328%2F%2Be%2BueA%3D,kana2314,11.0,この人かわいい,2022-06-24 05:33:01
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/c6635635f41b19ca3512aea846f87eac.jpg?lk3s=30310797&x-expires=1714366800&x-signature=8rLEPiejxRjZ9C7KFFe9E%2BQvp6w%3D,oka_ra,17.0,わしが着たら唯の放送事故,2022-05-27 08:14:23
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/63f6d5899d8677d831edac57046a0f33.jpg?lk3s=30310797&x-expires=1714366800&x-signature=%2FFZhHKcmVtX4IKoE7f9EujUuEmI%3D,heroandsea,13.0,美人が着ると何でも美しく似合って見えるのは私だけ？,2022-06-12 02:46:10
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/63f6d5899d8677d831edac57046a0f33.jpg?lk3s=30310797&x-expires=1714366800&x-signature=%2FFZhHKcmVtX4IKoE7f9EujUuEmI%3D,heroandsea,13.0,美人が着ると何でも美しく似合って見えるのは私だけ？,2022-06-12 02:46:10
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/7324124479783698433.jpg?lk3s=30310797&x-expires=1714366800&x-signature=gppw7rROm8YIV3pjOAUSTkaHgn4%3D,ami05212578,14.0,着替えめっちゃ大変やぁ,2022-06-04 07:53:03
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/1ca82dc52d5b10cd0c7a18990051d5a1.jpg?lk3s=30310797&x-expires=1714366800&x-signature=7HAP3I8hHMbF3HMQ%2FssLhaPotFA%3D,yamatok526,17.0,唐と宋が国名のイメージに合ってる,2022-06-01 09:17:05
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/55ef145cb23376b7db634807c80fa341.jpg?lk3s=30310797&x-expires=1714366800&x-signature=yxP4RbCgWlJ1IRHvDiFjNMT2NjM%3D,piepikiki,18.0,全部かわいい,2022-05-29 13:42:29
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/7335582280322121736.jpg?lk3s=30310797&x-expires=1714366800&x-signature=6Z7DuTkEv06MFWAak3R5K1mQ4uQ%3D,kai.yin_0606,8.0,素敵です,2022-07-03 13:20:38
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/e8a071653c6ad1b025678670976563ef.jpg?lk3s=30310797&x-expires=1714366800&x-signature=eTLpIzv%2B%2F%2B7pMtzAG%2Fpc7NdDubw%3D,kibi_0610,13.0,貴族だけね…,2022-06-23 13:19:27
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/366ed1871f42adf09a5f45ca0492d1ef.jpg?lk3s=30310797&x-expires=1714366800&x-signature=VDfBM7uJJjvYkPi2HfLgvyLsXcc%3D,tsubuan_ha,15.0,唐の服が可愛い(*´∀｀),2022-06-11 12:44:35
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/636b71126a6b0bfae4493823a7815a01.jpg?lk3s=30310797&x-expires=1714366800&x-signature=8mDqJM03d4sLX%2BMiPo2uhaIky2M%3D,lilo9585,7.0,"可愛い""(∩>ω<∩)""",2022-06-21 14:29:28
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/df6f522bc68a821e3e61a0bb0df765ef.jpg?lk3s=30310797&x-expires=1714366800&x-signature=P2wqWKHlgtS0l%2F7lTdfFrZVQSpA%3D,aoe283,15.0,唐が1番好き。,2022-06-02 12:07:25
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/e958b7b5c47e4295202d01981be8551e.jpg?lk3s=30310797&x-expires=1714366800&x-signature=ExggDpk89NCBwds6941C7jzmk9Y%3D,no_war_1996,17.0,明が好きすぎる…,2022-06-01 04:39:30
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/7101175955594412033.jpg?lk3s=30310797&x-expires=1714366800&x-signature=nekDd64vYeC1NKut8ttXIFSDVpI%3D,yykk0108,7.0,起源はここだよな,2022-07-26 01:01:30
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/7329431726243971073.jpg?lk3s=30310797&x-expires=1714366800&x-signature=0lJc6sa5dT%2BWEXzhQU9Uf%2F2XS8s%3D,tea_s.soma_twist,18.0,中国アニメみててこうゆう服めちゃくちゃ着てみたいなって思ってる,2022-06-04 08:46:30
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/3523cbfe4cf7d4fe1c5a1390930c7091.jpg?lk3s=30310797&x-expires=1714366800&x-signature=jfjLN6sSrXslebSl%2BdonUabPcg4%3D,syk7705,18.0,中国の袖のあの感覚が本当に大好き,2022-05-28 02:12:58
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/be505b1e737f1c196ac497e1f1dda8ed.jpg?lk3s=30310797&x-expires=1714366800&x-signature=r%2BwBctqHYh3fR24fFdI6w3A8iSg%3D,umi_chan315,17.0,1度は着てみたい,2022-06-01 07:49:51
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/504ca67387b0d43d41ce9df456fee9ee.jpg?lk3s=30310797&x-expires=1714366800&x-signature=YoZYbJL%2FHtQiYGHv122ldhW2GnE%3D,lisbonz12846,7.0,元と清の服装は？,2022-07-23 23:49:47
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/b899dc301bbb11aad4d53d9bb8e90eaa.jpg?lk3s=30310797&x-expires=1714366800&x-signature=hPoZ9STLaYvijOgkOR2OMciU6Fc%3D,jjsm7826love,6.0,髪飾りとかも紹介してほしい,2022-07-22 10:33:04
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/f5fbddfc34060713d4bb4b74c57a82b8.jpg?lk3s=30310797&x-expires=1714366800&x-signature=y2cFrTVTl%2B5iVbwLWCkdUa9xqRU%3D,..........isoi,16.0,久しぶりに中国ドラマ見たくなった,2022-06-11 13:08:40
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/7068575327823495169.jpg?lk3s=30310797&x-expires=1714366800&x-signature=PP1rHNsTaaD5IYEpDvbyuOxSFK4%3D,fleurharinezumi,11.0,えーこういう服好きすぎる着てみたい。憧れる✨,2022-06-03 08:16:24
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/0e1003507a7f956fe4609f9d14a7440c.jpg?lk3s=30310797&x-expires=1714366800&x-signature=RwatVcpB%2BG0wmL%2F4ElrjsbUjoYk%3D,fuwafuwachan227,19.0,中国の綺麗すぎな？,2022-05-26 22:04:50
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/ec5f5e9a52b278f32554e07d75ab3aed.jpg?lk3s=30310797&x-expires=1714366800&x-signature=ZiN0%2B9i%2BIl7gZ5C1tSsZZtWZwvs%3D,saou_ap,7.0,中“華” の“華”やか,2022-08-01 19:42:57
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/b6207c24fdd8659cdb3f117158597d2e.jpg?lk3s=30310797&x-expires=1714366800&x-signature=vpQfYHS1KeggJUGNyDaso27%2B7Yw%3D,chachamarukun05,13.0,漫画で薬屋のひとりごととか、ふつつかな悪女とか読んでるんやけど煌びやかですごく綺麗ですよね,2022-06-06 23:19:18
,,,,https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7350916511432704043~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=nJzesDnNlOdsZeeF13%2FW6oHPaio%3D,woaiphy,7.0,哈哈,2022-07-22 11:56:07
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/73db3af789414f18f2d87a15a3cf26a2.jpg?lk3s=30310797&x-expires=1714366800&x-signature=FrRhb6%2FpYe3FrmMx682qDjXJcy4%3D,novh27,12.0,美しいわねぇ,2022-06-11 03:27:15
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/ad2fd2d98c3c11943b8a55894952a05e.jpg?lk3s=30310797&x-expires=1714366800&x-signature=xb4AUJsW8J7MoIRhisTHxzq%2BHQk%3D,qorupoyo,6.0,かあわあいいいい,2022-06-25 07:28:07
,,,,https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7345428203730632747~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=uJWU1Y6gfLsuc8f81mzO4c2Ja9A%3D,i_am_zny,19.0,南京大虐殺を肝に銘じる,2022-07-10 05:51:42
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7333772188345958406~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=w9iNQQKcOl3f3Q%2B5li0Q4V6HgFk%3D,potus357,7.0,为什么没有大清的呢,2022-08-01 07:59:27
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/d117edf947968fac2c589dbde9ba59c6.jpg?lk3s=30310797&x-expires=1714366800&x-signature=YQR7sgnlguC3w5NdA68%2FZ8vRruM%3D,tubasuibu,11.0,全部可愛くてどれが1番とか選べん…,2022-06-23 11:33:22
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/edea2efadb21c096c1d8522697c7b1a3.jpg?lk3s=30310797&x-expires=1714366800&x-signature=5FVNlfizNB6QLC%2Fjaw7Wl5u2lMo%3D,anzuapricot0,14.0,かわいすぎて最後まで見ちゃった,2022-06-12 06:22:06
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/aa9e123a3b96256be29758f8fa9e1a69.jpg?lk3s=30310797&x-expires=1714366800&x-signature=WAtyTWSjkZVmQ7Vg439F38xtKc8%3D,user18344184829591,7.0,この服は普通の人でも買える、普通の人はそうは着ないから、着ない人が多いだけです,2022-07-23 12:40:35
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/2be0400a06076ec5f081c864ba9bca81.jpg?lk3s=30310797&x-expires=1714366800&x-signature=mBneGsbVD9j48UW16eghL0dilUY%3D,mayuri0225,17.0,全部綺麗だから全部好きなんよね。,2022-06-04 14:06:22
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/7328039093315731457.jpg?lk3s=30310797&x-expires=1714366800&x-signature=VSJEJ%2FHLvZU98h4TXYUw7BFlcbE%3D,millk1985,10.0,不熱嗎？,2022-05-26 14:13:39
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/aa88c6044ad8a2822357a11e45cb47d4.jpg?lk3s=30310797&x-expires=1714366800&x-signature=CzDkoF30Lll%2FpUjKhHTxBPmEHkw%3D,mariiram12,14.0,優美,2022-06-12 05:59:40
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/050f7ab8c760c51fa2dab5cdcaefc4b2.jpg?lk3s=30310797&x-expires=1714366800&x-signature=8rZ1SJZ3lsJEN9Q6%2FstY2rbVJuA%3D,chi.03.tomigmail.com,7.0,中国の伝統服も綺麗で、素敵ですね❣️,2022-07-28 05:01:27
,,,,https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7350851047507623979~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=aOECqxQRU5lNbPL4pv2GhSvpSFk%3D,linxiaotia,6.0,中式衣服太贵了,2022-07-29 04:57:18
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/5affe44e2463f5aa4ff3da876dc0eded.jpg?lk3s=30310797&x-expires=1714366800&x-signature=eeN9tiyN6mIFqclKnfYpAN%2BakYw%3D,non.non.nosuke,16.0,どの時代のコーデも可愛くて素敵〜,2022-06-02 06:41:17
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/dbfecd9ca137f6bd405bffd92ce03761.jpg?lk3s=30310797&x-expires=1714366800&x-signature=hY0Wpt625gXsuuMq%2FNGIrPJs55w%3D,pumipumi2,15.0,やばい全部白澤様に似合うと思ってしまった,2022-06-05 03:29:06
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/6019d8be2049b8483fcc80b084d39123.jpg?lk3s=30310797&x-expires=1714366800&x-signature=r7pSXbFoxWL3pbOELj80RzfEITU%3D,nn5428_,14.0,めっちゃかわいい♡,2022-06-02 11:42:07
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/ba9312548be2ea95c86c20ebd2d5d969~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=GWwr3hQ16DKFSXBeZg20MLQnumI%3D,bolobolog,19.0,いいテーマ,2022-06-02 11:34:30
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/7328949217806778388.jpg?lk3s=30310797&x-expires=1714366800&x-signature=Px4T9QHdBaEy35nMCLKG%2BfqSOb4%3D,bonpon6,18.0,昔の中国は良かった。,2022-06-11 22:05:42
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/3a1f0253b29f44fce3e25b1a90984f84~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=56Qy4AObzHqYgmBL0JxbU%2BOLeJA%3D,xin_xin_o,6.0,林俊杰的歌（只有我注意到？,2022-08-06 19:00:10
,,,,https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7352765808369467434~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=tf24Ngg6ejDkd19HEk9L41VgPaY%3D,coior.seasons,6.0,好好看,2022-07-30 14:34:57
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/a568f546a5ccd7f2e782e6b4384e499d.jpg?lk3s=30310797&x-expires=1714366800&x-signature=STOl%2BENTyHMUy%2BCW7VNBrcU%2FL6Y%3D,lwqctg,84.0,私たちは中国の漢字も中国の服飾文化も茶道も借りました。これは認めざるを得ない事実だ。,2022-06-10 16:17:04
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7107850952765341702~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=PtVVHAPPD2LYWHvX89Hq69TDQ04%3D,xiaoyuan600,9.0,我一个国人，都没发现有那么多。。。,2022-06-11 05:36:02
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/6095f38bad5ec8b836b7364b92722504.jpg?lk3s=30310797&x-expires=1714366800&x-signature=6CPWiszXDvjfx%2FL5etlg7raNL5E%3D,rierakun,17.0,宋と明が1番好きかな！！全部綺麗だけどね着こなせたらカッコイイよね。頑張って痩せよう...,2022-05-30 08:23:14
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/235341b8d1b981da914e178054f3aab8.jpg?lk3s=30310797&x-expires=1714366800&x-signature=QmXmrcMm9AthxrQIWdTNHL1ZpdE%3D,linne_0117,6.0,明めちゃくちゃかわいい…,2022-07-27 10:34:06
,,,,https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7348818599340949550~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=U%2BBwvyJ2Yy3pcGdcfnIu1M%2BfiPQ%3D,kinkink01,7.0,中国各个时代的汉服真的很美,2022-07-20 21:35:41
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/0ba31cdb53f32268e461b933705c9df3.jpg?lk3s=30310797&x-expires=1714366800&x-signature=aGxLQ%2BNWf9GNmg7U1hk2Bw%2BeP0c%3D,r________________04,13.0,綺麗…,2022-06-01 11:00:53
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/bd2a25cfd6170a99282de8ab2f509bcc.jpg?lk3s=30310797&x-expires=1714366800&x-signature=z%2Bn3vZfuOkgmhXCQVtER9x2VkWw%3D,chen960721,6.0,中国的汉服，日本的和服，都不错,2022-08-02 10:24:13
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/00d2989e25aa27301456b1bfca7670bd.jpg?lk3s=30310797&x-expires=1714366800&x-signature=ADtFaibAz7CYEGmzQebGEPi5Jrs%3D,il._.3bf,9.0,私的には、唐が優勝だけど色合い的には明かな,2022-06-28 13:59:55
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/0fbde8bd8be315702c3eb27c537dcaa9.jpg?lk3s=30310797&x-expires=1714366800&x-signature=ZMiOx7zXaBiGQj76qSOqVEIHwG4%3D,gankomono.kenbow,18.0,キレイ,2022-06-01 05:55:55
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/0e674d95f3265dd33431cb5830c653a0.jpg?lk3s=30310797&x-expires=1714366800&x-signature=y9eZwDcCLhnY392FHZ8Kx02c0X8%3D,bomb0._.0,20.0,普通にいい,2022-05-28 11:43:46
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/197c10571873a2491e1ea8fcdddad51f.jpg?lk3s=30310797&x-expires=1714366800&x-signature=FUsxupao0fY4pzGvycsOMUhg%2BPQ%3D,moti0619,18.0,いいなああああああこの時代に生まれてきたかったーーーー,2022-06-12 02:47:27
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/c4be4b6bf59a67f64820fb136eba2b95.jpg?lk3s=30310797&x-expires=1714366800&x-signature=NiLS14OS%2BTW3bUBZ1JBWDgrTwmc%3D,goosecity_villager,6.0,@phanthithao2003 哪个朝代好看,2022-07-26 13:36:12
,,,,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/a1e35117508002192b4c5cd0ae8724b8~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=WD8fIBPGehg03byId6Z8MFGtwFc%3D,zhangjiawen2017,6.0,果然墙外的世界更精彩集合了兄弟们,2022-08-05 08:23:16
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/c7952d508e0eceec96d00a15e2af6dec.jpg?lk3s=30310797&x-expires=1714366800&x-signature=b0%2B6pi8gE60dneik5luumYiY9K4%3D,fujinuko,7.0,どの時期もかわいい,2022-07-22 11:05:23
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/7320541703402684418.jpg?lk3s=30310797&x-expires=1714366800&x-signature=ydh30QfHOdB34yjwMLDlq2Y6H0A%3D,omejiru,16.0,ヘアースタイルは変わらないの？,2022-06-23 10:24:49
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/7b621c08830338cb6e09d5330419866b.jpg?lk3s=30310797&x-expires=1714366800&x-signature=GVD%2FuJv9PRGkpDIprWYBt8UmOTk%3D,boboshimisi,6.0,你很懂哦,2022-07-29 07:42:46
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/3c1dbf217ff6f28e48f4291494d13ba6.jpg?lk3s=30310797&x-expires=1714366800&x-signature=K9EzDIPYM0Wr3755GmMhIB9ofD4%3D,chimama0v0,19.0,やっぱり唐が自分が初めて知った漢服だったから唐がすき,2022-07-08 22:53:28
,,,,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=lagivV1ih2Q28w%2Fq5sek3zaR7dM%3D,xinghe008,6.0,好看,2022-08-05 05:26:38
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/ca5647d252e9f51c503c962b18fb3415.jpg?lk3s=30310797&x-expires=1714366800&x-signature=OCLD7ZHSItcDIV2%2FlmDUVaVLPak%3D,jane5787111,104.0,竟然没看到小西八在这，惊呆了,2022-06-02 04:55:47
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/627ac84e9ffc71743f9bbc1f34d98c10.jpg?lk3s=30310797&x-expires=1714366800&x-signature=uS0qetFDUxWH3QU8E7HmfIhBkwA%3D,kuroe123,14.0,お美しい❗,2022-06-22 16:32:16
,,,,https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7346537184381370411~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=uk11LhpUnUg3WyqAvcj9nPfPYQY%3D,taiwanischineses,6.0,身为中国人我感到骄傲,2022-08-07 05:19:33
,,,,https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7c45c1880d4de92c4ca86d83377f3e7e~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=0GzL49xXoYDgMEdyI9Sfkod%2BfU0%3D,jonaswong94,13.0,好看,2022-06-19 15:27:10
,,,,https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7344112204268404778~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=e8vehpNlhQ1AXgVV%2BK0%2FxVy5omI%3D,ygwrcm,8.0,为啥是日语,2022-07-23 23:16:58
,,,,https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7348395784225685547~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=RcLthnmQLgnQ283Z9LSlYIBHZlA%3D,userg7zhvemwlz,10.0,漂亮！没有元清，就是最美的,2022-07-30 15:56:28
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/ba331248d02de9c0e77b6aaa064a692f.jpg?lk3s=30310797&x-expires=1714366800&x-signature=kRHbCaUuKkB5i3x1MOu8MhxzGqA%3D,ssswen4,7.0,有个欧美大牌说马面裙是他们原创的,2022-07-25 11:02:33
,,,,https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7350311550571249707~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=tzKITph9f%2BdIsCydQjix8e39WwE%3D,by._misa,7.0,事实是你们怎么也改变不了的,2022-07-17 15:48:24
,,,,https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7349354161961435178~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=IaEn%2FWGWOXDiW02m86vwwchKiJU%3D,fhj_yyds,6.0,汉服YYDS,2022-07-26 12:41:01
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/c2f225108847f1dac59798c90b184a00~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=vXana3i4W6QPCg2Y3pldPlg%2FPsA%3D,dancingfish121,13.0,真的好美呀,2022-06-12 14:56:44
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/cd9da5b972c177369f409d1f887c46f7.jpg?lk3s=30310797&x-expires=1714366800&x-signature=%2FFX%2BZI9Y4gbaJCP5K06%2F3S8B6NY%3D,user534179318461,14.0,中国,2022-06-14 14:06:54
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/8909c2c257d9985b766874267a0b7319.jpg?lk3s=30310797&x-expires=1714366800&x-signature=D8nKV2uaiNMo0cdmzn3U3BS5%2F9Q%3D,sna_ka,6.0,加油,2022-07-29 09:55:49
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/b04ea1b1905e679f6e4e4e0cf07fbc93.jpg?lk3s=30310797&x-expires=1714366800&x-signature=gCuJO9tnXMXOPt2rgAwTGLY0qRs%3D,dydny85jvz13,19.0,やっぱり唐と宋,2022-06-17 08:49:37
,,,,https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7345977690186317866~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=3aZX%2FQY3wkmWnY9%2FTt479541PwU%3D,10041xiao1,8.0,爱了爱了,2022-07-24 11:46:52
,,,,https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7351707406247673902~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=3UMdqNze4GXvpGzYH2rnddgtYn4%3D,roy75099,9.0,果然日本更懂中华文化,2022-07-21 10:28:19
,,,,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/da979784d419bb6735122803e994c30a~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=yJF9DyHO%2Fs3ZyVxmDUB55WZQB88%3D,atelier.ishizumi,14.0,素敵,2022-06-10 14:49:58
,,,,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/7e3764fc1efc732e9dd4fb019d474501~c5_100x100.jpg?lk3s=30310797&x-expires=1714366800&x-signature=54F%2BbFqNfnRFq5l%2F1Gcb%2B5p54X0%3D,emmayyy_idol_,5.0,好优雅,2022-07-29 08:54:05
