nickname,content,ip_location,create_date_time,Avatar,Name,Likes,Comment,Date
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/528f9e1fc7564e4ad9212f7e15c7fdb7~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=PhgnZL77hoMcbDpuXVBVLRZ6Jzw%3D,chinese.k.f7,0.0,,2022-09-03 15:34:02
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/6874782ee808f317cec731e81eae5111~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=949i9B7VfCuDGKzf2X8fXhWxQyo%3D,zorosbooze2.0,0.0,Mount Hua sect vibes ,2022-09-02 04:21:42
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/6019fde5933dc82c9da7565c77b31709~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=p%2FV1uuVd1DNa93LjfnUkQgDp6mI%3D,ndiayechaya,0.0,Nice,2022-04-03 16:52:07
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/73deae27b37a18f83a481232675a118a~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=d0r6I9i%2BLi5JnA5XM3irTDYgpcw%3D,kansimeshafic263,0.0,smart ,2022-04-02 19:14:56
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/346f438badf4105b9d3bbf24b702b9a3~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=7xCRO5rhn%2BPqV4A8EDWBjgCrK5s%3D,softspiritsorceress07,0.0,,2022-04-02 04:42:26
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7334140586054254598~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=%2Bbw%2F6uJzxKj1Ufnsdq7klod7Hp8%3D,judy2therescue,0.0,one guy farts and they all fall down laughing,2023-07-06 16:31:19
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/63c449cad136c98bb582f0efd03771a4~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=ZqpUUiegoSrsL%2BJRK1BgSXq2wL8%3D,chloeline0,0.0,little master,2024-03-26 14:29:41
,,,,https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/2c1dba7e50df2a06efdda0813c6bd1d7~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=dz7eQmx4DMZ5zX9sp5kwsfLfbpQ%3D,goodbaexls2,0.0,Shocking,2023-05-15 05:05:35
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/6bfd7c6a5f8eade43e5da0e3425d6c23~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=gxR7Yh6%2FaYqEOv6gD9X4WjX7CQs%3D,kaftan.lawga,0.0,waa heer lagaadhay ,2022-04-03 13:23:28
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/6f646be5a4a98004fc6fe8e0ae691f61.jpg?lk3s=30310797&x-expires=1714370400&x-signature=oIR3JCPkJnST9QToLRomtzckLtI%3D,wandiakange010,0.0,,2022-04-02 03:24:02
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/b82bb5c45317dd2ff2bf32b777a6bd06.jpg?lk3s=30310797&x-expires=1714370400&x-signature=eux9jjuTPvSJ1lIGBb%2B9A5i9vvE%3D,schwarz11110,0.0,my dream is to live there firever,2022-04-05 13:58:16
,,,,https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/4ee50b931a1bd2ca7d068524316c308a~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=m0bwpyN4rSLfEFXFF2hXsS5Bz1k%3D,kungfu.man6,0.0,What a style,2024-02-20 14:00:30
,,,,https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/bf678008d67b0064c214ef6593a1849b~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=KYo7QxZdcp9F4oqq%2FBxuRryXGv8%3D,tfibukgxc6l,0.0,Little master,2024-01-06 04:11:46
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/3d22bcad9e5c47ed62baf7e480039c69~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=t8rO0q%2FI1P7CZswtIIm%2Fewz5edo%3D,minnielongw,0.0,"Hello, can we be friends?",2022-04-03 11:55:30
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/0d9fdb133dceba2a1dbff551c56f59b2~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=q0UbnU4LtfPC0AQDIFtiCjoa18o%3D,nigerianbellahardy,0.0,is this movie on YouTube?,2022-04-03 10:00:38
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/492e29a23f9d6531ef7561c020bebfd7~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=cHbmt2N%2B7QMKslVVit%2FV6p05BTI%3D,khaby_niger,0.0,,2022-04-07 09:15:08
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/ed7052675ede43d84ad224471f3276c2~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=TkWudQdsH6JJMWTCTFI33cIQGpg%3D,mb_rsa,0.0,     ,2022-04-05 14:51:27
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/2c4d9e8eede02531e8eb8eeadb5bbdcb.jpg?lk3s=30310797&x-expires=1714370400&x-signature=zFew8xHV6e5sQ9Ph4qPdje6P%2Bg4%3D,ayonneel,0.0,Baby master ,2022-04-03 07:20:15
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/3e3a98edd3f9584cd43a81c29d4cc9f9.jpg?lk3s=30310797&x-expires=1714370400&x-signature=aU3Teu9OgbfFsxlBRr7JEdg34KQ%3D,bavakondotty2,0.0,kung Fu my Academy ,2022-04-05 17:44:39
,,,,https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/ee7e4667cee1d9763fab6344378fa386~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=4AsjAylEik0QmwLKFnZVWfBi0m8%3D,leivalopezjorgito,0.0,krillin,2023-04-13 07:46:19
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7081788677218631686~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=pZBmvQYbwRHe9h9i03Icnvk9X88%3D,xangeena7,0.0,nice,2022-04-02 23:09:13
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/7334174372296392722.jpg?lk3s=30310797&x-expires=1714370400&x-signature=db0USBpPMmBkfZ7hE3%2FeolAAJtM%3D,sheeriecaday835,0.0,,2022-04-05 20:13:10
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/9f7bc9c368fe8d557fdfcbff70da05d5~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=IEBZ9zDDvGspYZc1FsuXEhmk4Ro%3D,isaiahokuta,0.0,,2022-04-03 10:42:04
,,,,https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/4ee50b931a1bd2ca7d068524316c308a~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=m0bwpyN4rSLfEFXFF2hXsS5Bz1k%3D,kungfu.man6,0.0,What a style,2024-02-20 14:00:30
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/91a3d24fadf4655fda936a535e6fbb16.jpg?lk3s=30310797&x-expires=1714370400&x-signature=M9UR%2FioU1fVkR%2BNCIJiyxZQ%2BKW8%3D,kanxikokanxama00,0.0,best ,2022-04-03 21:02:17
,,,,https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/bf678008d67b0064c214ef6593a1849b~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=KYo7QxZdcp9F4oqq%2FBxuRryXGv8%3D,tfibukgxc6l,0.0,Little master,2024-01-06 04:11:46
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/3d22bcad9e5c47ed62baf7e480039c69~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=t8rO0q%2FI1P7CZswtIIm%2Fewz5edo%3D,minnielongw,0.0,"Hello, can we be friends?",2022-04-03 11:55:30
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/0d9fdb133dceba2a1dbff551c56f59b2~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=q0UbnU4LtfPC0AQDIFtiCjoa18o%3D,nigerianbellahardy,0.0,is this movie on YouTube?,2022-04-03 10:00:38
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/ed7052675ede43d84ad224471f3276c2~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=TkWudQdsH6JJMWTCTFI33cIQGpg%3D,mb_rsa,0.0,     ,2022-04-05 14:51:27
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/2c4d9e8eede02531e8eb8eeadb5bbdcb.jpg?lk3s=30310797&x-expires=1714370400&x-signature=zFew8xHV6e5sQ9Ph4qPdje6P%2Bg4%3D,ayonneel,0.0,Baby master ,2022-04-03 07:20:15
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/3e3a98edd3f9584cd43a81c29d4cc9f9.jpg?lk3s=30310797&x-expires=1714370400&x-signature=aU3Teu9OgbfFsxlBRr7JEdg34KQ%3D,bavakondotty2,0.0,kung Fu my Academy ,2022-04-05 17:44:39
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7081788677218631686~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=pZBmvQYbwRHe9h9i03Icnvk9X88%3D,xangeena7,0.0,nice,2022-04-02 23:09:13
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/5bcd5483f162e6461d2f113c772a42f4~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=ApJGZLLR81Jtrzf3YUvSWcjMN5k%3D,donprince014,0.0,@@,2022-04-03 12:32:42
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/7334174372296392722.jpg?lk3s=30310797&x-expires=1714370400&x-signature=db0USBpPMmBkfZ7hE3%2FeolAAJtM%3D,sheeriecaday835,0.0,,2022-04-05 20:13:10
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/7c0bcece555332852c32e78ea1a6e0f0.jpg?lk3s=30310797&x-expires=1714370400&x-signature=ghnG7I6Glvb8hDNkH1ZOg%2Bk8NDk%3D,user61960782308796,0.0,wow beautiful,2022-04-02 17:32:31
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a2906d109ced0ec3f5cb90fd15056b09~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=iIVGjyIbCkEE1RyTDlDRXi7y%2Frc%3D,franckmarandat566,82.0,La discipline en est un art et le maître n’a pas de taille au savoir.,2022-02-10 12:28:27
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/f26d822e3b372c7025245b1f1250898e~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=AZJ4c8ljS0h2kabgvUDPNZxEdjU%3D,www.tiktok.comtheophile,10.0,Le métier que j'aime faire,2022-02-09 17:51:08
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/796d78e76aa1f5c8e2810f0e9c4bb6eb~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=tYxjemh5GZvLCw6xC8cRWBDUR4A%3D,ad_service_official,38.0,Je sais que je suis sans doute le dernier sur les 145milliards de personnes dans les commentaires à demander le titre,2022-02-24 19:38:45
,,,,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/95237da53fbfae05a1f126fb60d06e7d~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=6dC5knAJgqvMNnrNkP45sYqY9gI%3D,stk848,10.0,Des minimoy's les machins ,2022-02-12 03:15:08
,,,,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=qzWfDjcqZ5xOe9Jf2AcnzxaskgM%3D,user8974267583316,11.0,"Маленький--Большой Сенсей, наверное, с рождения тренировался, будь счастлив Малыш",2022-02-14 08:18:44
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/30accf2dc763a0e0a2134ebfa2fc4c93~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=zZOffBuz8QaOlP4Vrx%2FQb%2FxwSjU%3D,dessin_voyage,13.0,La discipline un art ❤️,2022-02-10 03:30:19
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/ed4f7dc8aea1ad9fe358e3bb7765c20b~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=JbqcvoIh%2FKNxyhGSe8aZ95LXjKs%3D,user6408359586028,15.0,المعلم شيفو,2022-02-03 06:28:18
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/fd05d80eae3648fe484fa46616aaf8a4.jpg?lk3s=30310797&x-expires=1714370400&x-signature=3%2BblM1DBHlSes1slBoHnE6XWQG8%3D,mahmd082,36.0,يمشي كأن الميدان لأبوه ,2022-03-29 09:54:54
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/7325740915882983432.jpg?lk3s=30310797&x-expires=1714370400&x-signature=nNzsI0lyQBGmQOR%2FLEJdJtNYmA4%3D,dylgf2a11sbw,13.0,самый умный -Народ.,2022-03-23 07:28:28
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/6099d3eb354f02c71410ab33f73f5236.jpg?lk3s=30310797&x-expires=1714370400&x-signature=rOzZqr0yEEIkt34MV1iFiLOxrNU%3D,aggh60,19.0,صلو على النبي ربي يسعدكم ويحفظكم,2022-04-01 19:11:59
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/333f74b401823dfbff6e1be611065e58.jpg?lk3s=30310797&x-expires=1714370400&x-signature=S26QdIMiFcsetX6pjkfzEYM4kn0%3D,hayae36,7.0,تم,2022-03-02 13:07:03
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/3cd1c77972ffd549545adbe5e34bb079~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=he3c4Fz6M1H7dgKXTEEXZ5ueLlM%3D,aries26_83,30.0,"Una guerra a mano limpia sin armas... Ellos fueran los ganadores
Ningún país estara al nivel de ellos",2022-04-02 04:31:23
,,,,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=qzWfDjcqZ5xOe9Jf2AcnzxaskgM%3D,1440aa3,5.0,هذا كيف لصار رئيس,2022-04-02 08:14:55
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/e49c478aa3b90b7ef46f6e38bd2875d9~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=oGYoOj1jOnLwoCX3GtgUdfN2gGk%3D,carlitosche07,35.0,El niño es maestro para ellos porque es monje guerrero,2022-03-22 23:01:28
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/5f02d846453c66cb6bbc5ccbb073fb8b~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=B266f4aoFnkmOBWD4BiydcZU0FM%3D,normaroman8,36.0,linda cultura me encanta a mi ,2022-02-10 17:57:57
,,,,https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/bdc593bfbcd0db7f9730b3e337be4391~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=q14Ns9uyUx9zHzg9ctlgbmawQTY%3D,qiangzha,11.0,中国功夫，,2022-01-18 00:54:17
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/cf6dad415c2ed0d77248ecc8214955e8.jpg?lk3s=30310797&x-expires=1714370400&x-signature=ZJ30K7VD7jAcskLTzFaMUq9daXw%3D,adrenalin__1992,5.0,41 kere MAŞŞALLAH,2022-04-02 10:07:00
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/8bb254a43cf3e84e0e726f6b85869b1d~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=7TkZiWUz%2FNtYaT%2BChea6HpRYADc%3D,user1880072122517,11.0,die sind einfach nur absolute klasse u. ✊,2022-02-10 09:36:50
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/9cccc599b4da9434c631d4b813c06644~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=TrkH6%2FNx%2FrcrM0L7F45UxNSQaF8%3D,_____0915252345_____,5.0,ود المعلم ,2022-04-02 21:53:10
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/b12b39ca01ab6a1d4d72d6570ae07fdf~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=7Yo5ViJChkIPXCTPPa6015I%2FuFg%3D,jaidelcarysugatotom,15.0,El maestro controlando la perfección del entrenamiento❤,2022-01-14 13:25:45
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/6af52cc98c43fdb46c2539038717b481~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=KZ5uIoPxsgj10wgyQzbXEpFngX8%3D,bswinarski,6.0,"so lernt man ein Gefühl der Sicherheit, umhüllt sein. Stolz auf die Kameraden und sich selbst.",2022-03-28 17:54:31
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/6c7c511ef3cd7da81912d1e3043310e3~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=rvFS%2B9B0QjEcUj1X4IgUdgCCDRI%3D,168lepauvna,5.0,svp titre de ce film,2022-02-24 07:19:22
,,,,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/aa4080eaccfdba34e16fe86bbb5be8c4~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=cALoJAc9CHTNGf55%2Fa7Ot8j12EU%3D,pepeadria,9.0,oleee que disciplina ⭐⭐⭐⭐⭐,2022-02-11 13:40:40
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/75c314d3c89f468d9f075d293980121a.jpg?lk3s=30310797&x-expires=1714370400&x-signature=zNnP1UlP46N4NQHr4k7BWLJnAXo%3D,claraines82,15.0,yo quisiera estar hai,2022-02-04 16:37:28
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/5cec1e13783bf5b5cb7aa8ad45315e59~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=UmBJz53VSz3L1ZTYWAgkC%2BKVjDA%3D,user776795761,15.0,lindo quando falo de disciplina china está em primeiro lugar top ram raw ,2022-01-14 16:27:19
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/5193403eaa49515aee017f7d6502aff9~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=gYTgX3YMME59gFWazXm04d9uLGM%3D,kdr.r0,38.0,L élevé il a Dépassé son maître,2022-01-13 07:03:47
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7335422765364756486~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=P7vj9%2FfUhSqCMU%2FnW52hnYxh3Ds%3D,orlandoperez733,7.0,No es potencia ))) la potencia es)))) del Rey De Reyes Y Señor De Señores,2022-01-10 23:02:52
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/68f7b194dc86e6d4d7deaf69b8256e93~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=4JWmB6deUZI9K%2Bl2IWOBDtwvOKw%3D,riquelmer_vergaray_vega,7.0, ya conté más de 50 vueltas  q se da ,2022-03-11 18:53:11
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7327330429093543942~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=n5%2BieqTi1UQ0lS3KYgN%2F1xg42M8%3D,zecoelho17,26.0,esse sim vai ser um verdadeiro mestre das artes marciais,2022-01-10 21:59:45
,,,,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=qzWfDjcqZ5xOe9Jf2AcnzxaskgM%3D,user2623563878495,84.0,CHINA 2050 MAYOR POTENCIA MUNDIAL DE TODOS LOS TIEMPOS!!!!!,2022-01-10 12:04:56
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/5776be43b2950859f4aad154071209e5~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=23lNPwCyN5CuGop%2FN6b81MuKN8U%3D,user5708265839601,17.0,красиво,2022-01-11 16:02:17
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7322063419275198469~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=1cD09pfkqT%2BowiQakzL7jTMrV7U%3D,aurelioescobar30,8.0,q orgullo,2022-01-09 20:50:30
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/44062e16119a615523ce2795f3c9361f~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=YYGrM5qlVYsn2QNoA%2BxElxQtkTc%3D,north_star_3,11.0,BABY  BOSS  KLEIN ABER OHHA,2022-01-12 21:13:10
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/1d48e4e2fa6084584e96d96dcb9e4fc1~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=fcSA7q6N3b0pytru5OzW1wLacXo%3D,uchihaa22_,13.0,pengen tinggal di China minggu latihan gini pgi pgi,2023-09-16 19:29:05
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/260336596ad7939c88577621a5e91900~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=ZO41Ts6%2BtjT1Rv%2By7HOjS%2FHgYvw%3D,leo_ariasp,10.0,KRILIN,2022-02-25 05:49:00
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7327418030789820422~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=Xc90xJ9RQKCGtmaKqr0UV1cQu0A%3D,user7182037491991,13.0,GODBLESSYOU HONOR Y GLORIA ATI MI SEÑOR JESÚS JESÚS AND HOLYSPIRIT ❤️❤️❤️,2022-01-11 05:24:28
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/260336596ad7939c88577621a5e91900~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=ZO41Ts6%2BtjT1Rv%2By7HOjS%2FHgYvw%3D,leo_ariasp,10.0,KRILIN,2022-02-25 05:49:00
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7327418030789820422~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=Xc90xJ9RQKCGtmaKqr0UV1cQu0A%3D,user7182037491991,13.0,GODBLESSYOU HONOR Y GLORIA ATI MI SEÑOR JESÚS JESÚS AND HOLYSPIRIT ❤️❤️❤️,2022-01-11 05:24:28
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7320914199654170629~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=YXF00OGLsm48lQymgQQfDuX4M50%3D,ouedadama1986gmail.com,22.0,respait depuis Burkina,2022-01-10 08:13:29
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/b046d99a886ddb6acfe87d2cc22a2ac8.jpg?lk3s=30310797&x-expires=1714370400&x-signature=F1sGPyoKwI%2Fhpbm608rXZaoZ1Rk%3D,docteur.mohamed,22.0,"Le souffle guide le geste et le geste guide le souffle, docteur mohamed du temple ween cheun après fusion Sayan école du fenix",2022-01-10 21:15:23
,,,,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=qzWfDjcqZ5xOe9Jf2AcnzxaskgM%3D,duboissophia,13.0,cest incroyable pas come les autres .ni drogue ni vole ni l'alcool regard dans quel pays vous trouve cet belle image respectueuse. ,2022-01-15 09:20:59
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/96b6087ed4f690df2030c262e4d59dc0~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=ea2CzZ1KdA0sfu%2FKt3L%2BAq73nis%3D,marileneferreir4943,11.0,wow wow wow,2022-01-10 16:45:21
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/32cd0647da7031b10dd7c61b01a3e09c~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=i8mqOeB1IIYwmsdcTVa0ifOfzs4%3D,jaomm.com,5.0,kuririn ,2022-04-13 13:49:07
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/f832a1efe382cc3b10e80027e3a809e4.jpg?lk3s=30310797&x-expires=1714370400&x-signature=4%2FpCw3ejZr%2BAgg5PxS8waieILZM%3D,busiejali,2.0,Oksalayo ngamukhahlela asangane,2022-04-05 13:50:03
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/d4fb530060cf4a0af17438ad194e7241.jpg?lk3s=30310797&x-expires=1714370400&x-signature=0zR8jZrEb6yPi527m1xvPaeHjJA%3D,yansyans8488,2.0,wah....,2023-10-04 05:19:19
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/b639ed16397c73392f44f0a6fbab0061~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=llTgU9S4F7Ord0fEyMwK%2FEtHDRk%3D,user34962388338,1.0,,2022-04-02 23:56:07
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/3157cc069b60df3c86869b04370c2698~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=PDBX0sx6hvajcJ0Ehct7cRjQwEI%3D,diabater9831449365269,1.0,,2022-04-02 11:44:28
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/af10ffbed2333dd7fb30960448a17a51.jpg?lk3s=30310797&x-expires=1714370400&x-signature=eFVz1LBguczNG3H2oZeQmvi%2Fr8Y%3D,mdsomunkhin017,1.0,,2022-04-03 13:55:10
,,,,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/ede9c3b09be933e7d78f58f14dc39036~c5_100x100.jpg?lk3s=30310797&x-expires=1714370400&x-signature=u%2Bp1W5F1fWMKeIz6aubTzfGKUss%3D,le.wilson0,1.0,C’est quoi Le titre du film,2022-04-02 19:53:58
,,,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/fd34562452874726beb55ca682a68054.jpg?lk3s=30310797&x-expires=1714370400&x-signature=fy8cJhzb8g634fI0A9omjx94vYk%3D,adgbbhr,3.0,اران بنوقوةروعةةةةةةة,2022-03-28 09:55:20
